ItemId,QualityStars,IconNo,IconColNo,Price
22329,0,1047,15,0
22330,0,1047,15,0
22331,0,1047,15,0
22332,0,1047,15,0
22333,0,1047,15,0
22334,0,1047,15,0
22335,0,1047,15,0
22336,0,1047,15,0
22337,0,1047,15,0
22338,0,1047,15,0
22339,0,1047,15,0
22340,0,1047,15,0
22341,0,1047,15,0
22342,0,1047,15,0
22343,0,1047,15,0
22344,0,1047,15,0
22345,0,1047,15,0
22346,0,1047,15,0
22347,0,1047,15,0
22348,0,1047,15,0
22349,0,1047,15,0
22350,0,1047,15,0
22351,0,1047,15,0
22352,0,1047,15,0
22353,0,1047,15,0
22354,0,1047,15,0
22355,0,1047,15,0
22356,0,1047,15,0
22357,0,1047,15,0
22358,0,1047,15,0
22359,0,1047,15,0
22360,0,1047,15,0
22361,0,1047,15,0
22362,0,1047,15,0
22363,0,1047,15,0
22364,0,1047,15,0
22365,0,1047,15,0
22366,0,1047,15,0
22367,0,1047,15,0
22368,0,1047,15,0
22369,0,1047,15,0
22370,0,1047,15,0
22371,0,1047,15,0
22372,0,1047,15,0
22373,0,1047,15,0
22374,0,1047,15,0
22375,0,1047,15,0
22376,0,1047,15,0
22377,0,1047,15,0
22378,0,1047,15,0
22379,0,1047,15,0
22380,0,1047,15,0
22381,0,1047,15,0
22382,0,1047,15,0
22383,0,1047,15,0
22384,0,1047,15,0
22385,0,1047,15,0
22386,0,1047,15,0
22387,0,1047,15,0
22388,0,1047,15,0
22389,0,1047,15,0
22390,0,1047,15,0
22391,0,1047,15,0
22392,0,1047,15,0
22393,0,1047,15,0
22394,0,1047,15,0
22395,0,1047,15,0
22396,0,1047,15,0
22397,0,1047,15,0
22398,0,1047,15,0
22399,0,1047,15,0
22400,0,1047,15,0
22401,0,1047,15,0
22402,0,1047,15,0
22403,0,1047,15,0
22404,0,1047,15,0
22405,0,1047,15,0
22406,0,1047,15,0
22407,0,1047,15,0
22408,0,1047,15,0
22409,0,1047,15,0
22410,0,1047,15,0
22411,0,1047,15,0
22412,0,1047,15,0
22413,0,1047,15,0
22414,0,1047,15,0
22415,0,1047,15,0
22416,0,1047,15,0
22417,0,1047,15,0
22418,0,1047,15,0
22419,0,1047,15,0
22420,0,1047,15,0
22421,0,1047,15,0
22422,0,1047,15,0
22423,0,1047,15,0
22424,0,1047,15,0
22425,0,1047,15,0
22426,0,1047,15,0
22427,0,1047,15,0
22428,0,1047,15,0
22429,0,1047,15,0
22430,0,1047,15,0
22431,0,1047,15,0
22432,0,1047,15,0
22433,0,1047,15,0
22434,0,1047,15,0
22435,0,1047,15,0
22436,0,1047,15,0
22437,0,1047,15,0
22438,0,1047,15,0
22439,0,1047,15,0
22440,0,1047,15,0
22441,0,1047,15,0
22442,0,1047,15,0
22443,0,1047,15,0
22444,0,1047,15,0
22445,0,1047,15,0
22446,0,1047,15,0
22447,0,1047,15,0
22448,0,1047,15,0
22449,0,1047,15,0
22450,0,1047,15,0
22451,0,1047,15,0
22452,0,1047,15,0
22453,0,1047,15,0
22454,0,1047,15,0
22455,0,1047,15,0
22456,0,1047,15,0
22457,0,1047,15,0
22458,0,1047,15,0
22459,0,1047,15,0
22460,0,1047,15,0
22461,0,1047,15,0
22462,0,1047,15,0
22463,0,1047,15,0
22464,0,1047,15,0
22465,0,1047,15,0
22466,0,1047,15,0
22467,0,1047,15,0
22468,0,1047,15,0
22469,0,1047,15,0
22470,0,1047,15,0
22471,0,1047,15,0
22472,0,1047,15,0
22473,0,1047,15,0
22474,0,1047,15,0
22475,0,1047,15,0
22476,0,1047,15,0
22477,0,1047,15,0
22478,0,1047,15,0
22479,0,1047,15,0
22480,0,1047,15,0
22481,0,1047,15,0
22482,0,1047,15,0
22483,0,1047,15,0
22484,0,1047,15,0
22485,0,1047,15,0
22486,0,1047,15,0
22487,0,1047,15,0
22488,0,1047,15,0
22489,0,1047,15,0
22490,0,1047,15,0
22491,0,1047,15,0
22492,0,1047,15,0
22493,0,1047,15,0
22494,0,1047,15,0
22495,0,1047,15,0
22496,0,1047,15,0
22497,0,1047,15,0
22498,0,1047,15,0
22499,0,1047,15,0
22500,0,1047,15,0
22501,0,1047,15,0
22502,0,1047,15,0
22503,0,1047,15,0
22504,0,1047,15,0
22505,0,1047,15,0
22506,0,1047,15,0
22507,0,1047,15,0
22508,0,1047,15,0
22509,0,1047,15,0
22510,0,1047,15,0
22511,0,1047,15,0
22512,0,1047,15,0
22513,0,1047,15,0
22514,0,1047,15,0
22515,0,1047,15,0
22516,0,1047,15,0
22517,0,1047,15,0
22518,0,1047,15,0
22519,0,1047,15,0
22520,0,1047,15,0
22521,0,1047,15,0
22522,0,1047,15,0
22523,0,1047,15,0
22524,0,1047,15,0
22525,0,1047,15,0
22526,0,1047,15,0
22527,0,1047,15,0
22528,0,1047,15,0
22529,0,1047,15,0
22530,0,1047,15,0
22531,0,1047,15,0
22532,0,1047,15,0
22533,0,1047,15,0
22534,0,1047,15,0
22535,0,1047,15,0
22536,0,1047,15,0
22537,0,1047,15,0
22538,0,1047,15,0
22539,0,1047,15,0
22540,0,1047,15,0
22541,0,1047,15,0
22542,0,1047,15,0
22543,0,1047,15,0
22544,0,1047,15,0
22545,0,1047,15,0
22546,0,1047,15,0
22547,0,1047,15,0
22548,0,1047,15,0
22549,0,1047,15,0
22550,0,1047,15,0
22551,0,1047,15,0
22552,0,1047,15,0
22553,0,1047,15,0
22554,0,1047,15,0
22555,0,1047,15,0
22556,0,1047,15,0
22557,0,1047,15,0
22558,0,1047,15,0
22559,0,1047,15,0
22560,0,1047,15,0
22561,0,1047,15,0
22562,0,1047,15,0
22563,0,1047,15,0
22564,0,1047,15,0
22565,0,1047,15,0
22566,0,1047,15,0
22567,0,1047,15,0
22568,0,1047,15,0
22569,0,1047,15,0
22570,0,1047,15,0
22571,0,1047,15,0
22572,0,1047,15,0
22573,0,1047,15,0
22574,0,1047,15,0
22575,0,1047,15,0
22576,0,1047,15,0
22577,0,1047,15,0
22578,0,1047,15,0
22579,0,1047,15,0
22580,0,1047,15,0
22581,0,1047,15,0
22582,0,1047,15,0
22583,0,1047,15,0
22584,0,1047,15,0
22585,0,1047,15,0
22586,0,1047,15,0
22587,0,1047,15,0
22588,0,1047,15,0
22589,0,1047,15,0
22590,0,1047,15,0
22591,0,1047,15,0
22592,0,1047,15,0
22593,0,1047,15,0
22594,0,1047,15,0
22595,0,1047,15,0
22596,0,1047,15,0
22597,0,1047,15,0
22598,0,1047,15,0
22599,0,1047,15,0
22600,0,1047,15,0
22601,0,1047,15,0
22602,0,1047,15,0
22603,0,1047,15,0
22604,0,1047,15,0
22605,0,1047,15,0
22606,0,1047,15,0
22607,0,1047,15,0
22608,0,1047,15,0
22609,0,1047,15,0
22610,0,1047,15,0
22611,0,1047,15,0
22612,0,1047,15,0
22613,0,1047,15,0
22614,0,1047,15,0
22615,0,1047,15,0
22616,0,1047,15,0
22617,0,1047,15,0
22618,0,1047,15,0
22619,0,1047,15,0
22620,0,1047,15,0
22621,0,1047,15,0
22622,0,1047,15,0
22623,0,1047,15,0
22624,0,1047,15,0
22625,0,1047,15,0
22626,0,1047,15,0
22627,0,1047,15,0
22628,0,1047,15,0
22629,0,1047,15,0
22630,0,1047,15,0
22631,0,1047,15,0
22632,0,1047,15,0
22633,0,1047,15,0
22634,0,1047,15,0
22635,0,1047,15,0
22636,0,1047,15,0
22637,0,1047,15,0
22638,0,1047,15,0
22639,0,1047,15,0
22640,0,1047,15,0
22641,0,1047,15,0
22642,0,1047,15,0
22643,0,1047,15,0
22644,0,1047,15,0
22645,0,1047,15,0
22646,0,1047,15,0
22647,0,1047,15,0
22648,0,1047,15,0
22649,0,1047,15,0
22650,0,1047,15,0
22651,0,1047,15,0
22652,0,1047,15,0
22653,0,1047,15,0
22654,0,1047,15,0
22655,0,1047,15,0
22656,0,1047,15,0
22657,0,1047,15,0
22658,0,1047,15,0
22659,0,1047,15,0
22660,0,1047,15,0
22661,0,1047,15,0
22662,0,1047,15,0
22663,0,1047,15,0
22664,0,1047,15,0
22665,0,1047,15,0
22666,0,1047,15,0
22667,0,1047,15,0
22668,0,1047,15,0
22669,0,1047,15,0
22670,0,1047,15,0
22671,0,1047,15,0
22672,0,1047,15,0
22673,0,1047,15,0
22674,0,1047,15,0
22675,0,1047,15,0
22676,0,1047,15,0
22677,0,1047,15,0
22678,0,1047,15,0
22679,0,1047,15,0
22680,0,1047,15,0
22681,0,1047,15,0
22682,0,1047,15,0
22683,0,1047,15,0
22684,0,1047,15,0
22685,0,1047,15,0
22686,0,1047,15,0
22687,0,1047,15,0
22688,0,1047,15,0
22689,0,1047,15,0
22690,0,1047,15,0
22691,0,1047,15,0
22692,0,1047,15,0
22693,0,1047,15,0
22694,0,1047,15,0
22695,0,1047,15,0
22696,0,1047,15,0
22697,0,1047,15,0
22698,0,1047,15,0
22699,0,1047,15,0
22700,0,1047,15,0
22701,0,1047,15,0
22702,0,1047,15,0
22703,0,1047,15,0
22704,0,1047,15,0
22705,0,1047,15,0
22706,0,1047,15,0
22707,0,1047,15,0
22708,0,1047,15,0
22709,0,1047,15,0
22710,0,1047,15,0
22711,0,1047,15,0
22712,0,1047,15,0
22713,0,1047,15,0
22714,0,1047,15,0
22715,0,1047,15,0
22716,0,1047,15,0
22717,0,1047,15,0
22718,0,1047,15,0
22719,0,1047,15,0
22720,0,1047,15,0
22721,0,1047,15,0
22722,0,1047,15,0
22723,0,1047,15,0
22724,0,1047,15,0
22725,0,1047,15,0
22726,0,1047,15,0
22727,0,1047,15,0
22728,0,1047,15,0
22729,0,1047,15,0
22730,0,1047,15,0
22731,0,1047,15,0
22732,0,1047,15,0
22733,0,1047,15,0
22734,0,1047,15,0
22735,0,1047,15,0
22736,0,1047,15,0
22737,0,1047,15,0
22738,0,1047,15,0
22739,0,1047,15,0
22740,0,1047,15,0
22741,0,1047,15,0
22742,0,1047,15,0
22743,0,1047,15,0
22744,0,1047,15,0
22745,0,1047,15,0
22746,0,1047,15,0
22747,0,1047,15,0
22748,0,1047,15,0
22749,0,1047,15,0
22750,0,1047,15,0
22751,0,1047,15,0
22752,0,1047,15,0
22753,0,1047,15,0
22754,0,1047,15,0
22755,0,1047,15,0
22756,0,1047,15,0
22757,0,1047,15,0
22758,0,1047,15,0
22759,0,1047,15,0
22760,0,1047,15,0
22761,0,1047,15,0
22762,0,1047,15,0
22763,0,1047,15,0
22764,0,1047,15,0
22765,0,1047,15,0
22766,0,1047,15,0
22767,0,1047,15,0
22768,0,1047,15,0
22769,0,1047,15,0
22770,0,1047,15,0
22771,0,1047,15,0
22772,0,1047,15,0
22773,0,1047,15,0
22774,0,1047,15,0
22775,0,1047,15,0
22776,0,1047,15,0
22777,0,1047,15,0
22778,0,1047,15,0
22779,0,1047,15,0
22780,0,1047,15,0
22781,0,1047,15,0
22782,0,1047,15,0
22783,0,1047,15,0
22784,0,1047,15,0
22785,0,1047,15,0
22786,0,1047,15,0
22787,0,1047,15,0
22788,0,1047,15,0
22789,0,1047,15,0
22790,0,1047,15,0
22791,0,1047,15,0
22792,0,1047,15,0
22793,0,1047,15,0
22794,0,1047,15,0
22795,0,1047,15,0
22796,0,1047,15,0
22797,0,1047,15,0
22798,0,1047,15,0
22799,0,1047,15,0
22800,0,1047,15,0
22801,0,1047,15,0
22802,0,1047,15,0
22803,0,1047,15,0
22804,0,1047,15,0
22805,0,1047,15,0
22806,0,1047,15,0
22807,0,1047,15,0
22808,0,1047,15,0
22809,0,1047,15,0
22810,0,1047,15,0
22811,0,1047,15,0
22812,0,1047,15,0
22813,0,1047,15,0
22814,0,1047,15,0
22815,0,1047,15,0
22816,0,1047,15,0
22817,0,1047,15,0
22818,0,1047,15,0
22819,0,1047,15,0
22820,0,1047,15,0
22821,0,1047,15,0
22822,0,1047,15,0
22823,0,1047,15,0
22824,0,1047,15,0
22825,0,1047,15,0
22826,0,1047,15,0
22827,0,1047,15,0
22828,0,1047,15,0
22829,0,1047,15,0
22830,0,1047,15,0
22831,0,1047,15,0
22832,0,1047,15,0
22833,0,1047,15,0
22834,0,1048,15,0
22835,0,1048,15,0
22836,0,1048,15,0
22837,0,1048,15,0
22838,0,1048,15,0
22839,0,1048,15,0
22840,0,1048,15,0
22841,0,1048,15,0
22842,0,1048,15,0
22843,0,1048,15,0
22844,0,1048,15,0
22845,0,1048,15,0
22846,0,1048,15,0
22847,0,1048,15,0
22848,0,1048,15,0
22849,0,1048,15,0
22850,0,1048,15,0
22851,0,1048,15,0
22852,0,1048,15,0
22853,0,1048,15,0
22854,0,1048,15,0
22855,0,1048,15,0
22856,0,1048,15,0
22857,0,1048,15,0
22858,0,1048,15,0
22859,0,1048,15,0
22860,0,1048,15,0
22861,0,1048,15,0
22862,0,1048,15,0
22863,0,1048,15,0
22864,0,1048,15,0
22865,0,1048,15,0
22866,0,1048,15,0
22867,0,1048,15,0
22868,0,1048,15,0
22869,0,1048,15,0
22870,0,1048,15,0
22871,0,1048,15,0
22872,0,1048,15,0
22873,0,1048,15,0
22874,0,1048,15,0
22875,0,1048,15,0
22876,0,1048,15,0
22877,0,1048,15,0
22878,0,1048,15,0
22879,0,1048,15,0
22880,0,1048,15,0
22881,0,1048,15,0
22882,0,1048,15,0
22883,0,1048,15,0
22884,0,1048,15,0
22885,0,1048,15,0
22886,0,1048,15,0
22887,0,1048,15,0
22888,0,1048,15,0
22889,0,1048,15,0
22890,0,1048,15,0
22891,0,1048,15,0
22892,0,1048,15,0
22893,0,1048,15,0
22894,0,1048,15,0
22895,0,1048,15,0
22896,0,1048,15,0
22897,0,1048,15,0
22898,0,1048,15,0
22899,0,1048,15,0
22900,0,1048,15,0
22901,0,1048,15,0
22902,0,1048,15,0
22903,0,1048,15,0
22904,0,1048,15,0
22905,0,1048,15,0
22906,0,1048,15,0
22907,0,1048,15,0
22908,0,1048,15,0
22909,0,1048,15,0
22910,0,1048,15,0
22911,0,1048,15,0
22912,0,1048,15,0
22913,0,1048,15,0
22914,0,1048,15,0
22915,0,1048,15,0
22916,0,1048,15,0
22917,0,1048,15,0
22918,0,1048,15,0
22919,0,1048,15,0
22920,0,1048,15,0
22921,0,1048,15,0
22922,0,1048,15,0
22923,0,1048,15,0
22924,0,1048,15,0
22925,0,1048,15,0
22926,0,1048,15,0
22927,0,1048,15,0
22928,0,1048,15,0
22929,0,1048,15,0
22930,0,1048,15,0
22931,0,1048,15,0
22932,0,1048,15,0
22933,0,1048,15,0
22934,0,1048,15,0
22935,0,1048,15,0
22936,0,1048,15,0
22937,0,1048,15,0
22938,0,1048,15,0
22939,0,1048,15,0
22940,0,1048,15,0
22941,0,1048,15,0
22942,0,1048,15,0
22943,0,1048,15,0
22944,0,1048,15,0
22945,0,1048,15,0
22946,0,1048,15,0
22947,0,1048,15,0
22948,0,1048,15,0
22949,0,1048,15,0
22950,0,1048,15,0
22951,0,1048,15,0
22952,0,1048,15,0
22953,0,1048,15,0
22954,0,1048,15,0
22955,0,1048,15,0
22956,0,1048,15,0
22957,0,1048,15,0
22958,0,1048,15,0
22959,0,1048,15,0
22960,0,1048,15,0
22961,0,1048,15,0
22962,0,1048,15,0
22963,0,1048,15,0
22964,0,1048,15,0
22965,0,1048,15,0
22966,0,1048,15,0
22967,0,1048,15,0
22968,0,1048,15,0
22969,0,1048,15,0
22970,0,1048,15,0
22971,0,1048,15,0
22972,0,1048,15,0
22973,0,1048,15,0
22974,0,1048,15,0
22975,0,1048,15,0
22976,0,1048,15,0
22977,0,1048,15,0
22978,0,1048,15,0
22979,0,1048,15,0
22980,0,1048,15,0
22981,0,1048,15,0
22982,0,1048,15,0
22983,0,1048,15,0
22984,0,1048,15,0
22985,0,1048,15,0
22986,0,1048,15,0
22987,0,1048,15,0
22988,0,1048,15,0
22989,0,1048,15,0
22990,0,1048,15,0
22991,0,1048,15,0
22992,0,1048,15,0
22993,0,1048,15,0
22994,0,1048,15,0
22995,0,1048,15,0
22996,0,1048,15,0
22997,0,1048,15,0
22998,0,1048,15,0
22999,0,1048,15,0
23000,0,1048,15,0
23001,0,1048,15,0
23002,0,1048,15,0
23003,0,1048,15,0
23004,0,1048,15,0
23005,0,1048,15,0
23006,0,1048,15,0
23007,0,1048,15,0
23008,0,1048,15,0
23009,0,1048,15,0
23010,0,1048,15,0
23011,0,1048,15,0
23012,0,1048,15,0
23013,0,1048,15,0
23014,0,1048,15,0
23015,0,1048,15,0
23016,0,1048,15,0
23017,0,1048,15,0
23018,0,1048,15,0
23019,0,1048,15,0
23020,0,1048,15,0
23021,0,1048,15,0
23022,0,1048,15,0
23023,0,1048,15,0
23024,0,1048,15,0
23025,0,1048,15,0
23026,0,1048,15,0
23027,0,1048,15,0
23028,0,1048,15,0
23029,0,1048,15,0
23030,0,1048,15,0
23031,0,1048,15,0
23032,0,1048,15,0
23033,0,1048,15,0
23034,0,1048,15,0
23035,0,1048,15,0
23036,0,1048,15,0
23037,0,1048,15,0
23038,0,1048,15,0
23039,0,1048,15,0
23040,0,1048,15,0
23041,0,1048,15,0
23042,0,1048,15,0
23043,0,1048,15,0
23044,0,1048,15,0
23045,0,1048,15,0
23046,0,1048,15,0
23047,0,1048,15,0
23048,0,1048,15,0
23049,0,1048,15,0
23050,0,1048,15,0
23051,0,1048,15,0
23052,0,1048,15,0
23053,0,1048,15,0
23054,0,1048,15,0
23055,0,1048,15,0
23056,0,1048,15,0
23057,0,1048,15,0
23058,0,1048,15,0
23059,0,1048,15,0
23060,0,1048,15,0
23061,0,1048,15,0
23062,0,1048,15,0
23063,0,1048,15,0
23064,0,1048,15,0
23065,0,1048,15,0
23066,0,1048,15,0
23067,0,1048,15,0
23068,0,1048,15,0
23069,0,1048,15,0
23070,0,1048,15,0
23071,0,1048,15,0
23072,0,1048,15,0
23073,0,1048,15,0
23074,0,1048,15,0
23075,0,1048,15,0
23076,0,1048,15,0
23077,0,1048,15,0
23078,0,1048,15,0
23079,0,1048,15,0
23080,0,1048,15,0
23081,0,1048,15,0
23082,0,1048,15,0
23083,0,1048,15,0
23084,0,1048,15,0
23085,0,1048,15,0
23086,0,1048,15,0
23087,0,1048,15,0
23088,0,1048,15,0
23089,0,1048,15,0
23090,0,1048,15,0
23091,0,1048,15,0
23092,0,1048,15,0
23093,0,1048,15,0
23094,0,1048,15,0
23095,0,1048,15,0
23096,0,1048,15,0
23097,0,1048,15,0
23098,0,1048,15,0
23099,0,1048,15,0
23100,0,1048,15,0
23101,0,1048,15,0
23102,0,1048,15,0
23103,0,1048,15,0
23104,0,1048,15,0
23105,0,1048,15,0
23106,0,1048,15,0
23107,0,1048,15,0
23108,0,1048,15,0
23109,0,1048,15,0
23110,0,1048,15,0
23111,0,1048,15,0
23112,0,1048,15,0
23131,0,1048,1,0
23132,0,1048,1,0
23133,0,1048,1,0
23134,0,1048,1,0
23135,0,1048,1,0
23136,0,1048,1,0
23137,0,1048,1,0
23138,0,1048,1,0
23139,0,1048,1,0
23140,0,1048,1,0
23141,0,1048,1,0
23142,0,1048,1,0
23143,0,1048,1,0
23144,0,1048,1,0
23145,0,1048,1,0
23146,0,1048,1,0
23147,0,1048,1,0
23148,0,1048,1,0
23149,0,1048,1,0
23150,0,1048,1,0
23151,0,1048,1,0
23152,0,1048,1,0
23153,0,1048,1,0
23154,0,1048,1,0
23155,0,1048,1,0
23156,0,1048,1,0
23157,0,1048,1,0
23158,0,1048,1,0
23159,0,1048,1,0
23160,0,1048,1,0
23161,0,1048,1,0
23162,0,1048,1,0
23163,0,1048,1,0
23164,0,1048,1,0
23165,0,1048,1,0
23166,0,1048,1,0
23167,0,1048,1,0
23168,0,1048,1,0
23169,0,1048,1,0
23170,0,1048,1,0
23171,0,1048,1,0
23172,0,1048,1,0
23173,0,1048,1,0
23174,0,1048,1,0
23175,0,1048,1,0
23176,0,1048,1,0
23177,0,1048,1,0
23178,0,1048,1,0
23179,0,1048,1,0
23180,0,1048,1,0
23181,0,1048,1,0
23182,0,1048,1,0
23183,0,1048,1,0
23184,0,1048,1,0
23185,0,1048,1,0
23186,0,1048,1,0
23187,0,1048,1,0
23188,0,1048,1,0
23189,0,1048,1,0
23190,0,1048,1,0
23191,0,1048,1,0
23192,0,1048,1,0
23193,0,1048,1,0
23194,0,1048,1,0
23195,0,1048,1,0
23196,0,1048,1,0
23197,0,1048,1,0
23198,0,1048,1,0
23199,0,1048,1,0
23200,0,1048,1,0
23201,0,1048,1,0
23202,0,1048,1,0
23203,0,1048,1,0
23204,0,1048,1,0
23206,0,1048,1,0
23205,0,1048,1,0
23208,0,1048,1,0
23209,0,1048,1,0
23210,0,1048,1,0
23211,0,1048,1,0
23212,0,1048,1,0
23213,0,1048,1,0
23214,0,1048,1,0
23215,0,1048,1,0
23216,0,1048,1,0
23217,0,1048,1,0
23218,0,1048,1,0
23219,0,1048,1,0
23220,0,1048,1,0
23221,0,1048,1,0
23222,0,1048,1,0
23223,0,1048,1,0
23224,0,1048,1,0
23225,0,1048,1,0
23226,0,1048,1,0
23227,0,1048,1,0
23228,0,1048,1,0
23229,0,1048,1,0
23230,0,1048,1,0
23231,0,1048,1,0
23232,0,1048,1,0
23233,0,1048,1,0
23234,0,1048,1,0
23235,0,1048,1,0
23236,0,1048,1,0
23237,0,1048,1,0
23238,0,1048,1,0
23239,0,1048,1,0
23240,0,1048,1,0
23241,0,1048,1,0
23242,0,1048,1,0
23243,0,1048,1,0
23244,0,1048,1,0
23245,0,1048,1,0
23246,0,1048,1,0
23247,0,1048,1,0
23248,0,1048,1,0
23249,0,1048,1,0
23250,0,1048,1,0
23251,0,1048,1,0
23252,0,1048,1,0
23253,0,1048,1,0
23254,0,1048,1,0
23255,0,1048,1,0
23256,0,1048,1,0
23257,0,1048,1,0
23258,0,1048,1,0
23259,0,1048,1,0
23260,0,1048,1,0
23261,0,1048,1,0
23262,0,1048,1,0
23263,0,1048,1,0
23264,0,1048,1,0
23265,0,1048,1,0
23266,0,1048,1,0
23267,0,1048,1,0
23268,0,1048,1,0
23269,0,1048,1,0
23270,0,1048,1,0
23271,0,1048,1,0
23272,0,1048,1,0
23273,0,1048,1,0
23274,0,1048,1,0
23275,0,1048,1,0
23276,0,1048,1,0
23277,0,1048,1,0
23278,0,1048,1,0
23279,0,1048,1,0
23280,0,1048,1,0
23281,0,1048,1,0
23282,0,1048,1,0
23283,0,1048,1,0
23284,0,1048,1,0
23285,0,1048,1,0
23286,0,1048,1,0
23287,0,1048,1,0
23288,0,1048,1,0
23289,0,1048,1,0
23290,0,1048,1,0
23291,0,1048,1,0
23292,0,1048,1,0
23293,0,1048,1,0
23294,0,1048,1,0
23295,0,1048,1,0
23296,0,1048,1,0
23297,0,1048,1,0
23298,0,1048,1,0
23299,0,1048,1,0
23300,0,1048,1,0
23301,0,1048,1,0
23302,0,1048,1,0
23303,0,1048,1,0
23304,0,1048,1,0
23305,0,1048,1,0
23306,0,1048,1,0
23307,0,1048,1,0
23308,0,1048,1,0
23309,0,1048,1,0
23310,0,1048,1,0
23311,0,1048,1,0
23312,0,1048,1,0
23313,0,1048,1,0
23314,0,1048,1,0
23315,0,1048,1,0
23316,0,1048,1,0
23317,0,1048,1,0
23318,0,1048,1,0
23319,0,1048,1,0
23320,0,1048,1,0
23321,0,1048,1,0
23322,0,1048,1,0
23323,0,1048,1,0
23324,0,1048,1,0
23325,0,1048,1,0
23326,0,1048,1,0
23327,0,1048,1,0
23328,0,1048,1,0
23329,0,1048,1,0
23330,0,1048,1,0
23331,0,1048,1,0
23332,0,1048,1,0
23333,0,1048,1,0
23334,0,1048,1,0
23335,0,1048,1,0
23336,0,1048,1,0
23337,0,1048,1,0
23338,0,1048,1,0
23339,0,1048,1,0
23340,0,1048,1,0
23341,0,1048,1,0
23342,0,1048,1,0
23343,0,1048,1,0
23344,0,1048,1,0
23345,0,1048,1,0
23346,0,1048,1,0
23347,0,1048,1,0
23348,0,1048,1,0
23349,0,1048,1,0
23350,0,1048,1,0
23351,0,1048,1,0
23352,0,1048,1,0
23353,0,1048,1,0
23354,0,1048,1,0
23355,0,1048,1,0
23207,0,1048,1,0
23364,0,2114,115,100
23437,0,1048,1,0
23438,0,1048,1,0
23439,0,1048,1,0
23440,0,1048,1,0
23441,0,1048,1,0
23442,0,1048,1,0
23443,0,1048,1,0
23444,0,1048,1,0
23445,0,1048,1,0
23446,0,1048,1,0
23447,0,1048,1,0
23448,0,1048,1,0
23449,0,1048,1,0
23450,0,1048,1,0
23451,0,1048,1,0
23549,0,2621,19,0
23550,0,2620,19,0
23606,0,1047,15,0
23607,0,1047,15,0
23608,0,1047,15,0
23609,0,1047,15,0
23610,0,1047,15,0
23611,0,1047,15,0
23612,0,1047,15,0
23613,0,1047,15,0
23614,0,1047,15,0
23615,0,1047,15,0
23616,0,1047,15,0
23617,0,1047,15,0
23618,0,1047,15,0
23619,0,1047,15,0
23620,0,1047,15,0
23621,0,1047,15,0
23622,0,1047,15,0
23623,0,1047,15,0
23624,0,1047,15,0
23625,0,1047,15,0
23626,0,1047,15,0
23627,0,1047,15,0
23628,0,1047,15,0
23629,0,1047,15,0
23630,0,1047,15,0
23631,0,1047,15,0
23632,0,1047,15,0
23633,0,1047,15,0
23634,0,1047,15,0
23635,0,1047,15,0
23636,0,1047,15,0
23637,0,1047,15,0
23638,0,1047,15,0
23639,0,1047,15,0
23640,0,1047,15,0
23641,0,1047,15,0
23642,0,1047,15,0
23643,0,1047,15,0
23644,0,1047,15,0
23645,0,1047,15,0
23646,0,1047,15,0
23647,0,1047,15,0
23648,0,1047,15,0
23649,0,1047,15,0
23650,0,1047,15,0
23651,0,1047,15,0
23652,0,1047,15,0
23653,0,1047,15,0
23654,0,1047,15,0
23655,0,1047,15,0
23656,0,1047,15,0
23657,0,1047,15,0
23658,0,1047,15,0
23659,0,1047,15,0
23660,0,1047,15,0
23661,0,1047,15,0
23662,0,1047,15,0
23663,0,1047,15,0
23664,0,1047,15,0
23665,0,1047,15,0
23666,0,1047,15,0
23667,0,1047,15,0
23668,0,1047,15,0
23669,0,1047,15,0
23670,0,1047,15,0
23671,0,1047,15,0
23672,0,1047,15,0
23673,0,1047,15,0
23674,0,1047,15,0
23675,0,1047,15,0
23676,0,1047,15,0
23677,0,1047,15,0
23678,0,1047,15,0
23679,0,1047,15,0
23680,0,1047,15,0
23681,0,1047,15,0
23682,0,1047,15,0
23683,0,1047,15,0
23684,0,1047,15,0
23685,0,1047,15,0
23686,0,1047,15,0
23687,0,1047,15,0
23688,0,1047,15,0
23689,0,1047,15,0
23690,0,1047,15,0
23691,0,1047,15,0
23692,0,1047,15,0
23693,0,1047,15,0
23694,0,1047,15,0
23695,0,1047,15,0
23696,0,1047,15,0
23697,0,1047,15,0
23698,0,1047,15,0
23699,0,1047,15,0
23700,0,1047,15,0
23701,0,1047,15,0
23702,0,1047,15,0
23703,0,1047,15,0
23704,0,1047,15,0
23705,0,2612,1,0
23706,0,2613,1,0
23707,0,2614,1,0
23708,0,2615,1,0
23709,0,2616,1,0
24721,0,2617,1,0
24723,0,2941,115,100
24724,0,507,106,350
24725,0,1431,106,350
24726,0,493,106,350
24727,0,2940,23,0
24728,0,2931,23,0
24729,0,510,116,900
24731,0,506,116,900
24733,0,514,116,900
24735,0,484,116,900
24737,0,482,106,900
24738,0,2927,106,900
24739,0,2627,106,900
24740,0,2626,106,900
24814,0,2628,106,900
24815,0,2930,106,900
24816,0,2932,106,900
24818,0,2928,106,900
24819,0,2933,106,900
24820,0,2929,106,900
24821,0,1434,106,0
24822,0,2942,20,0
24823,0,2943,20,0
24824,0,2944,20,0
24825,0,2945,20,0
24826,0,2946,20,0
24827,0,2947,20,0
24828,0,2948,20,0
24829,0,2949,20,0
24830,0,2950,20,0
24831,0,2951,20,0
24832,0,2952,20,0
24833,0,2953,20,0
