arc                                                                         ,file                                                            ,crc32
J:/Juegos/Dragon's Dogma Online//nativePC/rom/equip_preset_job09.arc        ,obj\ac\ac260011\model\ac260011_01                               ,69A5C538
J:/Juegos/Dragon's Dogma Online//nativePC/rom/equip_preset_job09.arc        ,obj\ac\ac260011\model\ac260011_01                               ,2DE19F3E
J:/Juegos/Dragon's Dogma Online//nativePC/rom/equip_preset_job09.arc        ,rom\armor\ac260011_01                                           ,73850D05
J:/Juegos/Dragon's Dogma Online//nativePC/rom/equip_preset_job09.arc        ,obj\ah\ah220000\model\ah220000_00                               ,2749C8A8
J:/Juegos/Dragon's Dogma Online//nativePC/rom/equip_preset_job09.arc        ,obj\ah\ah220000\model\ah220000_00                               ,58A15856
J:/Juegos/Dragon's Dogma Online//nativePC/rom/equip_preset_job09.arc        ,obj\ah\ah220000\model\ah220000_00                               ,2DE19F3E
J:/Juegos/Dragon's Dogma Online//nativePC/rom/equip_preset_job09.arc        ,rom\armor\ah220000_00                                           ,73850D05
J:/Juegos/Dragon's Dogma Online//nativePC/rom/equip_preset_job09.arc        ,obj\pl\pl000000\edit\preset\equip\job09                         ,7106D076
J:/Juegos/Dragon's Dogma Online//nativePC/rom/EventViewMode.arc             ,system\filter\TVNoise_LIN                                       ,241F5DEB
J:/Juegos/Dragon's Dogma Online//nativePC/rom/EventViewMode.arc             ,system\filter\TVMask_LIN                                        ,241F5DEB
J:/Juegos/Dragon's Dogma Online//nativePC/rom/EventViewRoom.arc             ,event\EvtResTbl\evtVwrLst                                       ,578CCC09
J:/Juegos/Dragon's Dogma Online//nativePC/rom/EventViewRoom.arc             ,ui\00_message\event\event_name                                  ,242BB29A
J:/Juegos/Dragon's Dogma Online//nativePC/rom/EventViewRoom.arc             ,ui\00_message\event\event_category_name                         ,242BB29A
J:/Juegos/Dragon's Dogma Online//nativePC/rom/fade.arc                      ,fade\NullWhite                                                  ,241F5DEB
J:/Juegos/Dragon's Dogma Online//nativePC/rom/fade.arc                      ,fade\fade_in                                                    ,4C0DB839
J:/Juegos/Dragon's Dogma Online//nativePC/rom/fade.arc                      ,fade\white_in                                                   ,4C0DB839
J:/Juegos/Dragon's Dogma Online//nativePC/rom/fade.arc                      ,fade\fade_out                                                   ,4C0DB839
J:/Juegos/Dragon's Dogma Online//nativePC/rom/fade.arc                      ,fade\white_out                                                  ,4C0DB839
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,obj\om\om600003\model\om600003_NM                               ,241F5DEB
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,obj\om\om600003\model\om600003_BM                               ,241F5DEB
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,obj\textures\obj_b_BM                                           ,241F5DEB
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,obj\om\om600003\model\om600003_MM                               ,241F5DEB
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,obj\om\om600003\model\om600003                                  ,2749C8A8
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,obj\om\om600003\model\om600003                                  ,58A15856
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,param\game_common                                               ,199C56C0
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,sound\se\shl\om600003\wave\shl_om600003_hit                     ,724DF879
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,sound\se\shl\om600003\shl_om600003                              ,15D782FB
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,sound\se\shl\om600003\shl_om600003                              ,1BCC4966
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\tex\cm\t_cm04_01                                         ,4E397417
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\efl\cm\cm000\l_cm000_04                                  ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\tex\cm\t_cm00_00                                         ,4E397417
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\tex\cm\t_cm01_00                                         ,4E397417
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\tex\cm\t_cm04_00                                         ,4E397417
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\mod\cm\m_cm04_00\m_cm04_00_00                            ,2749C8A8
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\mod\cm\m_cm04_00\m_cm04_00_00                            ,58A15856
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\mod\cm\m_cm04_00\m_cm04_00_01                            ,2749C8A8
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\mod\cm\m_cm04_00\m_cm04_00_01                            ,58A15856
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\mod\cm\m_cm04_00\m_cm04_00_02                            ,2749C8A8
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\mod\cm\m_cm04_00\m_cm04_00_02                            ,58A15856
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\efl\cm\cm000\l_cm000_01                                  ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\mod\cm\m_cm04_00\m_cm04_00_03                            ,2749C8A8
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\mod\cm\m_cm04_00\m_cm04_00_03                            ,58A15856
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\efl\cm\cm000\l_cm000_02                                  ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\efl\cm\cm000\l_cm000_03                                  ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\mod\cm\m_cm01_02\m_cm01_02_00                            ,2749C8A8
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\mod\cm\m_cm01_02\m_cm01_02_00                            ,58A15856
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\tex\cm\t_cm01_02                                         ,4E397417
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\tex\cm\t_cm02_00                                         ,4E397417
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\mod\cm\m_cm01_02\m_cm01_02_01                            ,2749C8A8
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\mod\cm\m_cm01_02\m_cm01_02_01                            ,58A15856
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\mod\cm\m_cm01_02\m_cm01_02_02                            ,2749C8A8
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\mod\cm\m_cm01_02\m_cm01_02_02                            ,58A15856
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\efl\cm\cm000\l_cm000_11                                  ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\mod\cm\m_cm01_02\m_cm01_02_03                            ,2749C8A8
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\mod\cm\m_cm01_02\m_cm01_02_03                            ,58A15856
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\efl\cm\cm000\l_cm000_12                                  ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\tex\cm\t_cm05_01                                         ,4E397417
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\mod\cm\m_cm01_00\m_cm01_00_00                            ,2749C8A8
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\mod\cm\m_cm01_00\m_cm01_00_00                            ,58A15856
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\efl\cm\cm000\l_cm000_13                                  ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\mod\cm\m_cm04_01\m_cm04_01_00                            ,2749C8A8
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\mod\cm\m_cm04_01\m_cm04_01_00                            ,58A15856
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\mod\cm\m_cm04_01\m_cm04_01_01                            ,2749C8A8
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\mod\cm\m_cm04_01\m_cm04_01_01                            ,58A15856
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\mod\cm\m_cm04_01\m_cm04_01_02                            ,2749C8A8
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\mod\cm\m_cm04_01\m_cm04_01_02                            ,58A15856
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\efl\cm\cm000\l_cm000_21                                  ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\mod\cm\m_cm04_01\m_cm04_01_03                            ,2749C8A8
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\mod\cm\m_cm04_01\m_cm04_01_03                            ,58A15856
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\efl\cm\cm000\l_cm000_22                                  ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\efl\cm\cm000\l_cm000_23                                  ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\efl\cm\cm000\l_cm000_31                                  ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\efl\cm\cm000\l_cm000_32                                  ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\efl\cm\cm000\l_cm000_33                                  ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\tex\cm\t_cm02_03                                         ,4E397417
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\efl\cm\cm000\l_cm000_50                                  ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\efl\cm\cm000\l_cm000_51                                  ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\efl\cm\cm000\l_cm000_52                                  ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\tex\cm\t_cm03_00                                         ,4E397417
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\efl\cm\cm000\l_cm000_53                                  ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\efl\cm\cm000\l_cm000_54                                  ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\efl\cm\cm000\l_cm000_55                                  ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\tex\cm\t_cm10_01                                         ,4E397417
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\efl\cm\cm000\l_cm000_60                                  ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\efl\cm\cm000\l_cm000_70                                  ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\efl\cm\cm000\l_cm000_41                                  ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\efl\cm\cm000\l_cm000_42                                  ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\efl\cm\cm000\l_cm000_43                                  ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\efl\cm\cm000\l_cm000_65                                  ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\mod\cm\m_cm06_09\m_cm06_09_00                            ,2749C8A8
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\mod\cm\m_cm06_09\m_cm06_09_00                            ,58A15856
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\mod\cm\m_cm01_02\m_cm01_02_04                            ,2749C8A8
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\mod\cm\m_cm01_02\m_cm01_02_04                            ,58A15856
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\efl\cm\cm000\l_cm000_71                                  ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\mod\cm\m_cm06_09\m_cm06_09_02                            ,2749C8A8
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\mod\cm\m_cm06_09\m_cm06_09_02                            ,58A15856
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\mod\cm\m_cm06_09\m_cm06_09_01                            ,2749C8A8
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\mod\cm\m_cm06_09\m_cm06_09_01                            ,58A15856
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\efl\cm\cm000\l_cm000_72                                  ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\efl\cm\cm000\l_cm000_73                                  ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\tex\cm\t_cm09_00                                         ,4E397417
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\efl\cm\cm000\l_cm001_00                                  ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\efl\cm\cm000\l_cm001_01                                  ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\efl\cm\cm000\l_cm001_02                                  ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\tex\cm\t_cm09_01                                         ,4E397417
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\efl\cm\cm000\l_cm002_00                                  ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\efl\cm\cm000\l_cm001_03                                  ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\efl\cm\cm000\l_cm001_04                                  ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\tex\cm\t_cm20_00                                         ,4E397417
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\rtt\cm\e_cm000_00                                        ,276DE8B7
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\efl\cm\cm000\l_cm001_70                                  ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\efl\cm\cm000\l_cm001_71                                  ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\tex\cm\t_cm09_02                                         ,4E397417
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\efl\cm\cm000\l_cm001_73                                  ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\efl\cm\cm000\l_cm001_76                                  ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\efl\cm\cm000\l_cm001_77                                  ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\tex\cm\t_cm20_01                                         ,4E397417
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\rtt\cm\e_cm000_01                                        ,276DE8B7
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\rtt\cm\e_cm000_02                                        ,276DE8B7
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\rtt\cm\e_cm000_03                                        ,276DE8B7
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\efl\cm\cm000\l_cm001_50                                  ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\efl\cm\cm000\l_cm001_51                                  ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\efl\cm\cm000\l_cm001_53                                  ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\efl\cm\cm000\l_cm001_54                                  ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\tex\cm\t_cm05_04                                         ,4E397417
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\efl\cm\cm000\l_cm001_55                                  ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\efl\cm\cm000\l_cm001_56                                  ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\efl\cm\cm000\l_cm001_57                                  ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\efl\cm\cm000\l_cm001_58                                  ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\tex\cm\t_cm01_03                                         ,4E397417
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\tex\cm\t_cm01_01                                         ,4E397417
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\efl\cm\cm000\l_cm001_62                                  ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\efl\cm\cm000\l_cm001_63                                  ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\mod\cm\m_cm09_04\m_cm09_04                               ,2749C8A8
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\mod\cm\m_cm09_04\m_cm09_04                               ,58A15856
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\efl\cm\cm000\l_cm001_61                                  ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\efl\cm\cm000\l_cm001_79                                  ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\efl\cm\cm000\l_cm001_80                                  ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\rtt\cm\e_cm000_04                                        ,276DE8B7
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\efl\cm\cm000\l_cm001_59                                  ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\efl\cm\cm000\l_cm001_60                                  ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\efl\cm\cm000\l_cm011_00                                  ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\efl\cm\cm000\l_cm001_05                                  ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\mod\cm\m_cm06_09\m_cm06_09_03                            ,2749C8A8
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\mod\cm\m_cm06_09\m_cm06_09_03                            ,58A15856
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\mod\cm\m_cm11_00\m_cm11_00_02                            ,2749C8A8
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\mod\cm\m_cm11_00\m_cm11_00_02                            ,58A15856
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\efl\cm\cm000\l_cm001_82                                  ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\efl\cm\cm000\l_cm001_83                                  ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\rtt\cm\e_cm000_05                                        ,276DE8B7
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\mod\cm\m_cm07_03\m_cm07_03_00                            ,2749C8A8
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\mod\cm\m_cm07_03\m_cm07_03_00                            ,58A15856
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\mod\cm\m_cm02_02\m_cm02_02_01                            ,2749C8A8
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\mod\cm\m_cm02_02\m_cm02_02_01                            ,58A15856
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\mod\cm\m_cm03_00\m_cm03_00_02                            ,2749C8A8
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\mod\cm\m_cm03_00\m_cm03_00_02                            ,58A15856
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\efl\cm\cm000\l_cm001_85                                  ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\mod\cm\m_cm11_00\m_cm11_00_01                            ,2749C8A8
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\mod\cm\m_cm11_00\m_cm11_00_01                            ,58A15856
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\efl\cm\cm000\l_cm001_86                                  ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\efl\cm\cm000\l_cm001_87                                  ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\mod\cm\m_cm11_00\m_cm11_00_00                            ,2749C8A8
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\mod\cm\m_cm11_00\m_cm11_00_00                            ,58A15856
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\efl\cm\cm000\l_cm001_88                                  ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\efl\cm\cm000\l_cm001_89                                  ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\tex\cm\t_cm02_01                                         ,4E397417
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\efl\cm\cm000\l_cm017_50                                  ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\tex\cm\t_cm10_00                                         ,4E397417
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\efl\cm\cm000\l_cm003_05                                  ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\efl\cm\cm000\l_cm004_00                                  ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\efl\cm\cm000\l_cm004_01                                  ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\tex\cm\t_cm05_00                                         ,4E397417
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\mod\cm\m_cm04_02\m_cm04_02_00                            ,2749C8A8
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\mod\cm\m_cm04_02\m_cm04_02_00                            ,58A15856
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\efl\cm\cm000\l_cm004_02                                  ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\efl\cm\cm000\l_cm004_03                                  ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\efl\cm\cm000\l_cm003_00                                  ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\mod\cm\m_cm09_01\m_cm09_01_01                            ,2749C8A8
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\mod\cm\m_cm09_01\m_cm09_01_01                            ,58A15856
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\efl\cm\cm000\l_cm009_00                                  ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\mod\cm\m_cm06_01\m_cm06_01_00                            ,2749C8A8
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\mod\cm\m_cm06_01\m_cm06_01_00                            ,58A15856
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\efl\cm\cm000\l_cm009_01                                  ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\efl\cm\cm000\l_cm009_10                                  ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\mod\cm\m_cm04_09\m_cm04_09_BM                            ,241F5DEB
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\mod\cm\m_cm04_09\m_cm04_09_00                            ,2749C8A8
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\mod\cm\m_cm04_09\m_cm04_09_00                            ,58A15856
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\efl\cm\cm000\l_cm009_11                                  ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\efl\cm\cm000\l_cm000_90                                  ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\efl\cm\cm000\l_cm000_91                                  ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\mod\cm\m_cm09_00\m_cm09_00_01                            ,2749C8A8
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\mod\cm\m_cm09_00\m_cm09_00_01                            ,58A15856
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\rtt\cm\e_cm000_10                                        ,276DE8B7
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\rtt\cm\e_cm000_11                                        ,276DE8B7
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\rtt\cm\e_cm000_12                                        ,276DE8B7
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\rtt\cm\e_cm000_13                                        ,276DE8B7
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\rtt\cm\e_cm000_14                                        ,276DE8B7
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\rtt\cm\e_cm000_15                                        ,276DE8B7
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\tex\cm\t_cm99_00                                         ,4E397417
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\efl\om\om600022\l_om600022_00                            ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,effect\efl\cm\cm000\l_cm006_00                                  ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,obj\om\om523900\model\om523900_06_NM                            ,241F5DEB
J:/Juegos/Dragon's Dogma Online//nativePC/rom/game_common.arc               ,obj\om\om523900\model\om523900_06_BM                            ,241F5DEB
