keys,ja,en
ITEM_NAME_2343,スパイクヘッド,Spike Head
ITEM_NAME_2344,指導者のキャップ,Mentor's Cap
ITEM_NAME_2345,ウィルムズウィル,Wyrm's Will
ITEM_NAME_2346,聖縁のフード,Saintly Hood
ITEM_NAME_2347,プレイングフード,Prayer Hood
ITEM_NAME_2348,ベルウェザーフード,Bellwether Hood
ITEM_NAME_2349,アトーンメントキャップ,Atonement Cap
ITEM_NAME_2350,大魔道士の帽子,Archmage's Hat
ITEM_NAME_2351,クラウンフード,Crowned Hood
ITEM_NAME_2352,叡智のサークレット,Circlet of Wisdom
ITEM_NAME_2353,新月の円環,Halo of the New Moon
ITEM_NAME_2354,カテドラルキャップ,Cathedral Cap
ITEM_NAME_2355,アデプトハット,Adept's Hat
ITEM_NAME_2356,フェイスキャップ,Faith Cap
ITEM_NAME_2357,神眼のサークレット,Circlet of Divine Sight
ITEM_NAME_2358,ピアレスシェード,Peerless Shade
ITEM_NAME_2359,ディアデム,Diadem
ITEM_NAME_2360,エンシャントキャップ,Ancient Cap
ITEM_NAME_2361,オールドエイジキャップ,Old Edge Cap
ITEM_NAME_2362,アストニッシュギア,Astonish Gear
ITEM_NAME_2363,アポカリプスクラウン,Apocalypse Crown
ITEM_NAME_2364,アミレックフード,Amilec Hood
ITEM_NAME_2365,ルベドハット,Rubedo Hat
ITEM_NAME_2366,アールフード,Arte Hood
ITEM_NAME_2367,スキティッシュハット,Skittish Hat
ITEM_NAME_2368,深遠の覗き穴,Profound Lens
ITEM_NAME_2369,セイクリッドローブ,Sacred Robe
ITEM_NAME_2370,シャーマンローブ,Shaman's Robe
ITEM_NAME_2371,オーシャンローブ,Ocean Robe
ITEM_NAME_2372,ウィルムズイデア,Wyrm's Idea
ITEM_NAME_2373,ソーサラーコート,Sorcerer's Coat
ITEM_NAME_2374,コンバットローブ,Combat Robe
ITEM_NAME_2375,ベルウェザーローブ,Bellwether Robe
ITEM_NAME_2376,エルダーズローブ,Elder's Robe
ITEM_NAME_2377,シニアコート,Senior's Coat
ITEM_NAME_2378,ウィザードローブ,Wizard's Robe
ITEM_NAME_2379,プレシャスローブ,Precious Robe
ITEM_NAME_2380,タイドローブ,Tide Robe
ITEM_NAME_2381,ディバインローブ,Divine Robe
ITEM_NAME_2382,アデプトローブ,Adept's Robe
ITEM_NAME_2383,フェイスローブ,Faith Robe
ITEM_NAME_2384,デリュージョンズローブ,Delusions Robe
ITEM_NAME_2385,デュードローブ,Dieudo Robe
ITEM_NAME_2386,ウィッチクラフトローブ,Witchcraft Robe
ITEM_NAME_2387,エンシャントローブ,Ancient Robe
ITEM_NAME_2388,オールドエイジコート,Old Age Coat
ITEM_NAME_2389,アストニッシュローブ,Astonish Robe
ITEM_NAME_2390,トレンチローブ,Trench Robe
ITEM_NAME_2391,アミレックローブ,Amilec Robe
ITEM_NAME_2392,ルベドコート,Rubedo Coat
ITEM_NAME_2393,アールローブ,Arte Robe
ITEM_NAME_2394,インフィニティコート,Infinity Coat
ITEM_NAME_2395,マチュアワークスローブ,Mature Works Robe
ITEM_NAME_2396,セイクリッドグリーブ,Sacred Greaves
ITEM_NAME_2397,祈祷の腰布,Prayer Breeches
ITEM_NAME_2398,プロディジーシューズ,Prodigy's Shoes
ITEM_NAME_2399,ウィルムズスキーム,Wyrm's Scheme
ITEM_NAME_2400,魔道のプリーツ,Pleats of Sorcery
ITEM_NAME_2401,帰依の腰布,Faithful Waistguard
ITEM_NAME_2402,ベルウェザーグリーブ,Bellwether Greaves
ITEM_NAME_2403,エルダーズブーツ,Elder's Boots
ITEM_NAME_2404,到達者の腰巻,Newcomer's Waistguard
ITEM_NAME_2405,宵闇のプリーツ,Pleats of Twilight
ITEM_NAME_2406,プレシャスブーツ,Precious Boots
ITEM_NAME_2407,楽土の腰布,Paradise Waistcloth
ITEM_NAME_2408,ドミネーションブーツ,Domination Boots
ITEM_NAME_2409,妖鬼のグリーブ,Demon's Greaves
ITEM_NAME_2410,フェイスグリーブ,Faith Greaves
ITEM_NAME_2411,回帰のプリーツ,Pleats of Revival
ITEM_NAME_2412,ギャラントブーツ,Gallant Boots
ITEM_NAME_2413,彼岸の腰巻,Equinox Waistguard
ITEM_NAME_2414,エンシャントブーツ,Ancient Boots
ITEM_NAME_2415,オールドエイジシューズ,Old Age Shoes
ITEM_NAME_2416,アストニッシュブーツ,Astonish Boots
ITEM_NAME_2417,真理の腰巻,Truth Waistguard
ITEM_NAME_2418,ルベドシューズ,Rubedo Shoes
ITEM_NAME_2419,アミレックブーツ,Amilec Boots
ITEM_NAME_2420,アールサンダル,Arte Sandals
ITEM_NAME_2421,ハイウィザードブーツ,High Wizard Boots
ITEM_NAME_2422,無辺のプリーツ,Pleats of Infinity
ITEM_NAME_2423,セイクリッドバングル,Sacred Bangles
ITEM_NAME_2424,ソーサリーバングル,Sorcery Bangles
ITEM_NAME_2425,チャームバングル,Charm Bangles
ITEM_NAME_2426,ウィルムズグラスプ,Wyrm's Grasp
ITEM_NAME_2427,ミスティックバングル,Mystic Bangles
ITEM_NAME_2428,コンバットバングル,Compact Bangles
ITEM_NAME_2429,ベルウェザーバングル,Bellwether Bangles
ITEM_NAME_2430,アイアンバングル,Iron Bangles
ITEM_NAME_2431,ロアーバングル,Roar Bangles
ITEM_NAME_2432,ウィザードバングル,Wizard Bangles
ITEM_NAME_2433,プレシャスバングル,Precious Bangles
ITEM_NAME_2434,ビクトリーバングル,Victory Bangles
ITEM_NAME_2435,クランチバングル,Crunch Bangles
ITEM_NAME_2436,アデプトバングル,Adept Bangles
ITEM_NAME_2437,フェイスバングル,Faith Bangles
ITEM_NAME_2438,アイオンバングル,Aeon Bangles
ITEM_NAME_2439,デュードアーム,Dieudo Arms
ITEM_NAME_2440,ハーデストバングル,Hardest Bangles
ITEM_NAME_2441,エンシャントバングル,Ancient Bangles
ITEM_NAME_2442,オールドエイジバングル,Old Age Bangles
ITEM_NAME_2443,アストニッシュアーム,Astonish Arms
ITEM_NAME_2444,メナスバングル,Menas Bangles
ITEM_NAME_2445,アミレックバングル,Amilec Bangles
ITEM_NAME_2446,ルベドアーム,Rubedo Arms
ITEM_NAME_2447,アールバングル,Arte Bangles
ITEM_NAME_2448,ミソロジカルバングル,Mythological Bangles
ITEM_NAME_2449,マチュアバングル,Mature Bangles
ITEM_NAME_2450,シールダーヘルム,Shielder Helm
ITEM_NAME_2451,探求のヘルム,Quest Helm
ITEM_NAME_2452,アナザーアイズ,Another Eyes
ITEM_NAME_2453,ドライグフロンズ,Ddraig Goch Frons
ITEM_NAME_2454,サージェントヘルム,Sergeant's Helm
ITEM_NAME_2455,ショーダウンヘルム,Showdown Helm
ITEM_NAME_2456,ガーディアンヘルム,Guardian Helm
ITEM_NAME_2457,アドバンスヘルム,Advance Helm
ITEM_NAME_2458,結実のヘルム,Accomplished Helm
ITEM_NAME_2459,グランセージキャップ,Grand Sage Cap
ITEM_NAME_2460,プリンシパルヘルム,Principal Helm
ITEM_NAME_2461,ジェネラルヘルム,General's Helm
ITEM_NAME_2462,トライアンフヘルム,Triumph Helm
ITEM_NAME_2463,グレーターアイズ,Greater Eyes
ITEM_NAME_2464,ゲニウスヘルム,Genius Helm
ITEM_NAME_2465,マーヴェリックヘルム,Maverick Helm
ITEM_NAME_2466,シュバリエヘルム,Chevalier Helm
ITEM_NAME_2467,秘匿のヘルム,Helm of Concealment
ITEM_NAME_2468,エンシャントヘルム,Ancient Helm
ITEM_NAME_2469,パラケルススの仮面,Paracelsus' Mask
ITEM_NAME_2470,デュミナスヘルム,Virtue Helm
ITEM_NAME_2471,サブライムヘルム,Sublime Helm
ITEM_NAME_2472,バランジェネジーヘルム,Balangingi Helm
ITEM_NAME_2473,フェイスオブトゥルース,Face of Truth
ITEM_NAME_2474,盟約のヘルム,Oath's Helm
ITEM_NAME_2475,ヘヴンリーアイズ,Heavenly Eyes
ITEM_NAME_2476,シールダーコート,Shielder Coat
ITEM_NAME_2477,マジェスティドレープ,Majesty Drapes
ITEM_NAME_2478,ストロングジャケット,Strong Jacket
ITEM_NAME_2479,ドライグペクタス,Ddraig Goch Pectus
ITEM_NAME_2480,バリアントコート,Valiant Coat
ITEM_NAME_2481,ショーダウンジャケット,Showdown Jacket
ITEM_NAME_2482,ガーディアンコート,Guardian Coat
ITEM_NAME_2483,アドバンスコート,Advance Coat
ITEM_NAME_2484,リゾルバークロス,Resolver Clothes
ITEM_NAME_2485,トレイサーズジャケット,Tracer's Jacket
ITEM_NAME_2486,タクティシャンコート,Tactician's Coat
ITEM_NAME_2487,トルーパーズコート,Trooper's Coat
ITEM_NAME_2488,トライアンフジャケット,Triumph Jacket
ITEM_NAME_2489,エンフォーサーズコート,Enforcer's Coat
ITEM_NAME_2490,ゲニウスコート,Genius Coat
ITEM_NAME_2491,マーヴェリックコート,Maverick Coat
ITEM_NAME_2492,シュバリエコート,Chevalier Coat
ITEM_NAME_2493,インペリアスローブ,Imperious Robe
ITEM_NAME_2494,エンシャントコート,Ancient Coat
ITEM_NAME_2495,アルケミーコート,Alchemy Coat
ITEM_NAME_2496,デュミナスクロス,Virtue Clothes
ITEM_NAME_2497,サブライムクロス,Sublime Clothes
ITEM_NAME_2498,バランジェネジークロス,Balangingi Clothes
ITEM_NAME_2499,プリママテリアローブ,Prima Materia Robe
ITEM_NAME_2500,誓約のコート,Coat of the Covenant
ITEM_NAME_2501,ヘヴンリーコート,Heavenly Coat
ITEM_NAME_2502,シールダーレッグス,Shielder Legs
ITEM_NAME_2503,エンシャントグリーブ,Ancient Greaves
ITEM_NAME_2504,ヴァラーレッグス,Valor Legs
ITEM_NAME_2505,ストロングレッグス,Strong Legs
ITEM_NAME_2506,ドライグクルラ,Ddraig Crura
ITEM_NAME_2507,マッドスプレッド,Mudguards
ITEM_NAME_2508,バトルレッグス,Battle Legs
ITEM_NAME_2509,ガーディアンレッグス,Guardian Legs
ITEM_NAME_2510,カストディアンブーツ,Custodian Boots
ITEM_NAME_2511,リゾルバーレッグス,Resolver Legs
ITEM_NAME_2512,ハーティーブーツ,Hearty Boots
ITEM_NAME_2513,プリンシパルレッグス,Principal Legs
ITEM_NAME_2514,トルーパーズレッグス,Trooper's Legs
ITEM_NAME_2515,トライアンフグリーブ,Triumph Greaves
ITEM_NAME_2516,バウンティブーツ,Bounty Boots
ITEM_NAME_2517,ゲニウスレッグス,Genius Legs
ITEM_NAME_2518,マーヴェリックブーツ,Maverick Boots
ITEM_NAME_2519,シュバリエレッグス,Chevalier Legs
ITEM_NAME_2520,インペリアスレッグス,Imperious Legs
ITEM_NAME_2521,フォーミュラグリーブ,Formula Greaves
ITEM_NAME_2522,デュミナスレッグス,Virtue Legs
ITEM_NAME_2523,サブライムグリーブ,Sublime Greaves
ITEM_NAME_2524,バランジェネジーグリーブ,Balangingi Greaves
ITEM_NAME_2525,プリママテリアレッグス,Prima Materia Legs
ITEM_NAME_2526,護聖のブーツ,Greaves of Sacred Protection
ITEM_NAME_2527,ヘヴンリーレッグス,Heavenly Legs
ITEM_NAME_2528,シールダーアーム,Shielder Arms
ITEM_NAME_2529,バスターナックル,Buster Knuckles
ITEM_NAME_2530,ストロングアーム,Strong Arms
ITEM_NAME_2531,ドライグパルム,Ddraig Palmae
ITEM_NAME_2532,デフトグラブ,Deft Gloves
ITEM_NAME_2533,バトルアーム,Battle Arms
ITEM_NAME_2534,ガーディアンアーム,Guardian Arms
ITEM_NAME_2535,カストディアンアーム,Custodian Arms
ITEM_NAME_2536,リゾルバーアーム,Resolver Arms
ITEM_NAME_2537,スタルワートアーム,Stalwart Arms
ITEM_NAME_2538,プリンシパルアーム,Principal Arms
ITEM_NAME_2539,トルーパーズグラブ,Trooper's Gloves
ITEM_NAME_2540,トライアンフアーム,Triumph Arms
ITEM_NAME_2541,グルエルナックル,Gruel Knuckles
ITEM_NAME_2542,ゲニウスアーム,Genius Arms
ITEM_NAME_2543,マーヴェリックアーム,Maverick Arms
ITEM_NAME_2544,シュバリエアーム,Chevalier Arms
ITEM_NAME_2545,インペリアスアーム,Imperious Arms
ITEM_NAME_2546,エンシャントアーム,Ancient Arms
ITEM_NAME_2547,黒金のバングル,Niello Bangles
ITEM_NAME_2548,デュミナスアーム,Virtue Arms
ITEM_NAME_2549,サブライムアーム,Sublime Arms
ITEM_NAME_2550,バランジェネジーアーム,Balangingi Arms
ITEM_NAME_2551,護聖の手甲,Gloves of Sacred Protection
ITEM_NAME_2552,ヘヴンリーアーム,Heavenly Arms
ITEM_NAME_2553,ブラウンタイド,Brown Tied
ITEM_NAME_2554,レザーサークレット,Leather Circlet
ITEM_NAME_2555,覆面マスク,Incognito Mask
ITEM_NAME_2556,ハードレザーマスク,Hard Leather Mask
ITEM_NAME_2557,トルヴェールバンド,Trouvère Band
ITEM_NAME_2558,ローレルサークレット,Laurel Circlet
ITEM_NAME_2559,パイレーツマスク,Pirate's Mask
ITEM_NAME_2560,ビクトリーコバート,Victory Covert
ITEM_NAME_2561,ティンクルスター,Twinkle Star
ITEM_NAME_2562,黒革のサークレット,Black Leather Circlet
ITEM_NAME_2563,メイデンズティアドロップ,Maiden's Teardrop
ITEM_NAME_2564,ミスティルテインフード,Mistilteinn Hood
ITEM_NAME_2565,レイダースベスト,Raider's Vest
ITEM_NAME_2566,フレアプレート,Freya Plate
ITEM_NAME_2567,パワートレイサー,Power Tracer
ITEM_NAME_2568,情熱のパレオ,Passion Pareo
ITEM_NAME_2569,ジェネラルベスト,General's Vest
ITEM_NAME_2570,レッドグリフスキン,Red Griffin Skin
ITEM_NAME_2571,白銀のシルクパレオ,Silver Silk Pareo
ITEM_NAME_2572,ダイアプルーム,Dire Plume
ITEM_NAME_2573,ライブリーボトム,Lively Bottoms
ITEM_NAME_2574,オーバーニー,Over-Knee Boots
ITEM_NAME_2575,コンバットボトム,Combat Bottoms
ITEM_NAME_2576,フォピッシュレッグス,Foppish Legs
ITEM_NAME_2577,フォルドブーツ,Folded Boots
ITEM_NAME_2578,メイデンペティコート,Maiden's Petticoat
ITEM_NAME_2579,ベネフィットマントR,Benefit Cloak R
ITEM_NAME_2580,黒革のオーバーニー,Black Leather Over-Knee Boots
ITEM_NAME_2581,マイティグラブ,Mighty Gloves
ITEM_NAME_2582,ナイツグローブ,Knight's Gloves
ITEM_NAME_2583,クロムナックル,Chrome Knuckles
ITEM_NAME_2584,マスターハンズ,Master Hands
ITEM_NAME_2585,タイタンズグラブ,Titan's Gloves
ITEM_NAME_2586,トルーパースーツ,Trooper Suit
ITEM_NAME_2587,ギャンベソン,Gambeson
ITEM_NAME_2588,ブリオー,Bliaut
ITEM_NAME_2589,ソレムスーツ,Solemn Suit
ITEM_NAME_2590,メイデンキャミソール,Maiden's Camisole
ITEM_NAME_2591,バトリオンスーツ,Battalion Suit
ITEM_NAME_2592,エクスペディションシャツ,Expedition Shirt
ITEM_NAME_2593,スケイルブレスト,Scale Breastplate
ITEM_NAME_2594,プールポワン,Pourpoint
ITEM_NAME_2595,スペシャルブレイサー,Special Bracers
ITEM_NAME_2596,マスタースカッドスーツ,Master Squad Suit
ITEM_NAME_2597,シルバーチェインメイル,Silver Chainmail
ITEM_NAME_2598,貴婦人のコルセット,Noblewoman's Corset
ITEM_NAME_2599,シルクブリオー,Silk Bliaut
ITEM_NAME_2600,エンダウドベスト,Endowed Vest
ITEM_NAME_2601,ドラグスケイルウェア,Dragonscale Wear
ITEM_NAME_2602,キングブリオー,King Bliaut
ITEM_NAME_2603,エンペラーズジポン,Emperor's Gipon
ITEM_NAME_2604,ミソロジーブレイサー,Mythology Bracers
ITEM_NAME_2605,サイレントウォーカー,Silent Walker
ITEM_NAME_2606,ストラグルパンツ,Struggle Pants
ITEM_NAME_2607,シルキーバルジング,Silky Stretch Lingerie
ITEM_NAME_2608,ブレイドプルーフホーズ,Bladeproof Hose
ITEM_NAME_2609,リンバーメタルホーズ,Limber Metal Hose
ITEM_NAME_2610,グルカゲートル,Gurkha Gaiters
ITEM_NAME_2611,タイディサイハイ,Tidy Thigh-highs
ITEM_NAME_2612,ブリジェレントタイド,Belligerent Tied
ITEM_NAME_2613,ホワイトレッグス,White Legs
ITEM_NAME_2614,ブレイデッドホーズ,Braided Hose
ITEM_NAME_2615,グルードパンツ,Skintight Pants
ITEM_NAME_2616,ネイチャーパンツ,Nature Pants
ITEM_NAME_2617,ヴィラルパンツ,Rival Pants
ITEM_NAME_2618,ドラグスキンホーズ,Dragoskin Hose
ITEM_NAME_2619,ミソロジカルタイド,Mythological Tied
ITEM_NAME_2620,シークレットオブミューズ,Secret of Muse
ITEM_NAME_2621,ファーマシーマント,Pharmacy Mantle
ITEM_NAME_2622,グリプスマント,Gryphus Mantle
ITEM_NAME_2623,白翼のマント,White Wings Mantle
ITEM_NAME_2624,ワイズマンクローク,Wiseman Cloak
ITEM_NAME_2625,ポールドロン,Pauldron
ITEM_NAME_2626,イーグルマント,Eagle Mantle
ITEM_NAME_2627,サバイバーズケープ,Survivor's Cape
ITEM_NAME_2628,望郷のクローク,Cloak of Nostalgia
ITEM_NAME_2629,サージェントクローク,Sergeant's Cloak
ITEM_NAME_2630,白竜のマント,White Dragon's Mantle
ITEM_NAME_2631,サウダージマフラー,Saudade Muffler
ITEM_NAME_2632,騎士団員のクローク,Cavalier's Cloak
ITEM_NAME_2633,オーダーケープ,Order Cape
ITEM_NAME_2634,調停者のマント,Arbitrator's Mantle
ITEM_NAME_2635,大覚者のマント,Great Arisen's Mantle
ITEM_NAME_2636,ガルーダマント,Guard Mantle
ITEM_NAME_2637,ベネフィットウェアR,Benefit Wear R
ITEM_NAME_2697,ブロンズソード,Bronze Sword
ITEM_NAME_2698,ランディングソード,Landing Sword
ITEM_NAME_2699,メイス,Mace
ITEM_NAME_2700,マクハエラ,Makhaira
ITEM_NAME_2701,サウザントトゥループス,Thousand Troops
ITEM_NAME_2702,ストロングハチェット,Strong Hatchet
ITEM_NAME_2703,アイアンソード,Iron Sword
ITEM_NAME_2704,ペルテー,Pelta
ITEM_NAME_2705,ストレングス,Strength
ITEM_NAME_2706,マスカラーウォール,Muscular Wall
ITEM_NAME_2707,ショートボウ,Shortbow
ITEM_NAME_2708,ラウンドシールド,Round Shield
ITEM_NAME_2709,ストーキングボウ,Stalking Bow
ITEM_NAME_2710,ストレイン,Strain
ITEM_NAME_2711,コンポジットロングボウ,Composite Longbow
ITEM_NAME_2712,カスタムロングボウ,Custom Longbow
ITEM_NAME_2713,ホワイトウルフボウ,White Wolf Bow
ITEM_NAME_2714,レッドパインボウ,Red Pine Bow
ITEM_NAME_2715,ウッドスタッフ,Wood Staff
ITEM_NAME_2716,ブルーケイン,Blue Cane
ITEM_NAME_2717,ハーミットワンド,Hermit Wand
ITEM_NAME_2718,パームフラワー,Palm Flower
ITEM_NAME_2719,パワーオブポーン,Power of Pawn
ITEM_NAME_2720,制魔の杖,Staff of Magickal Restraint
ITEM_NAME_2721,カッパーケイン,Copper Cane
ITEM_NAME_2722,ブロンズロッド,Bronze Rod
ITEM_NAME_2723,スパイクロッド,Spike Rod
ITEM_NAME_2725,パワーロッド,Power Rod
ITEM_NAME_2726,ラージウッド,Large Wood
ITEM_NAME_2727,オーヴァルシールド,Oval Shield
ITEM_NAME_2728,モノリス,Monolith
ITEM_NAME_2729,バトルシールド,Battle Shield
ITEM_NAME_2730,ナイツオナー,Knight's Honor
ITEM_NAME_2731,スクートゥム,Scutum
ITEM_NAME_2732,ウッディマジック,Woody Magick
ITEM_NAME_2733,キャヴァリーアームス,Cavalry Arms
ITEM_NAME_2734,シーフブレード,Thief's Blades
ITEM_NAME_2735,ブリゼペ,Brise-épéé
ITEM_NAME_2736,スリットダガー,Slit Daggers
ITEM_NAME_2737,スネークダガー,Snake Daggers
ITEM_NAME_2738,スナグダガー,Snagdaggers
ITEM_NAME_2739,グラディウス,Gladius
ITEM_NAME_2740,ガイドワンズ,Guide Wand
ITEM_NAME_2741,フェロウシャスホーン,Ferocious Horn
ITEM_NAME_2742,マジシャンズソート,Magician's Thought
ITEM_NAME_2743,パームトゥリーズ,Palm Trees
ITEM_NAME_2744,マジックインザケイジ,Magic in the Cage
ITEM_NAME_2745,スパイラルワンズ,Spiral Wand
ITEM_NAME_2746,メイジワンズ,Mage Wand
ITEM_NAME_2747,マジックボウ,Magick Bow
ITEM_NAME_2748,グノエツィール,Gnosir
ITEM_NAME_2749,ケンブレッヒャー,Kenn-brecher
ITEM_NAME_2750,ブロンツァボーゲン,Bronze Bogen
ITEM_NAME_2751,ドッペルシュプアー,Doppel Schütze
ITEM_NAME_2752,マギアキクロス,Mageia Kyklos
ITEM_NAME_2753,クヴェーレンクラフト,Quellenkraft
ITEM_NAME_2754,ツーハンデッドソード,Two-Handed Sword
ITEM_NAME_2755,バトルソード,Battle Sword
ITEM_NAME_2756,クレイモア,Claymore
ITEM_NAME_2757,グレートソード,Greatsword
ITEM_NAME_2758,イラキリス,Iraklis
ITEM_NAME_2759,ジャッジハンマー,Judge's Hammer
ITEM_NAME_2760,トレイスピリナディシル,Treispirinadir
ITEM_NAME_2761,プリムス,Primus
ITEM_NAME_2762,メルギトゥル,Mergitur
ITEM_NAME_2763,フレミトゥ,Fremitu
ITEM_NAME_2764,シンチェリタティス,Sinceritatis
ITEM_NAME_2765,ベネディクシオソーレ,Benedico Sole
ITEM_NAME_2766,ロクスソルス,Locus Solus
ITEM_NAME_2767,ソリトゥス,Solitus
ITEM_NAME_2768,リンロッドスクリュウ,Threaded Cudgel
ITEM_NAME_2769,カットラス,Cutlass
ITEM_NAME_2771,バスタードソード,Bastard Sword
ITEM_NAME_2772,ブロードソード,Broadsword
ITEM_NAME_2773,タイトチンクエディア,Tight Cinquedea
ITEM_NAME_2774,モルゲンステルン,Morgenstern
ITEM_NAME_2775,キャプテンズソウル,Captain's Soul
ITEM_NAME_2776,バドデストラクション,Bud of Destruction
ITEM_NAME_2777,ファルカタ,Falcata
ITEM_NAME_2778,サウザントスティング,Thousand Stings
ITEM_NAME_2779,センスオブワウンド,Sense of Wound
ITEM_NAME_2780,バイティングクラブ,Biting Club
ITEM_NAME_2781,シルバーレイピア,Silver Rapier
ITEM_NAME_2782,トゥレイスリピーデス,Thrice-Repeat Death
ITEM_NAME_2783,コンクラーズブレード,Conclave Blade
ITEM_NAME_2784,スティングレイ,Stingray
ITEM_NAME_2785,セイクリッドエッジ,Sacred Edge
ITEM_NAME_2786,エルフィンリーフ,Elfin Leaf
ITEM_NAME_2787,ブルートキラー,Brute Killer
ITEM_NAME_2788,ダークインテンション,Dark Intention
ITEM_NAME_2789,フランキスカ,Francisca
ITEM_NAME_2790,インゴットクラブ,Ingot Club
ITEM_NAME_2791,マスターオブデュエル,Master of Duel
ITEM_NAME_2792,クロスチンクエディア,Crossed Cinquedea
ITEM_NAME_2793,スティールビーク,Steel Beak
ITEM_NAME_2794,ゴールドスティング,Gold Sting
ITEM_NAME_2795,ヴァンキッシュエイジ,Vanquish Edge
ITEM_NAME_2796,ガラティン,Galatine
ITEM_NAME_2797,フェザリーペルテー,Feathery Pelta
ITEM_NAME_2798,宣誓の盾,Shield of Oaths
ITEM_NAME_2799,純白の誓いの盾,Shield of the Pure White
ITEM_NAME_2800,シルバーソーン,Silver Thorn
ITEM_NAME_2801,ティーバイスカード,Scarred Sentinel
ITEM_NAME_2802,キメラの紋章の盾,Mark of the Chimera
ITEM_NAME_2803,マークオブアリズン,Mark of the Arisen
ITEM_NAME_2804,シャインタルジュ,Shine Targe
ITEM_NAME_2805,スタークシュトイツ,Stark Stolz
ITEM_NAME_2806,ボルドネス,Boldness
ITEM_NAME_2807,神守り人の盾,Shield of the Divine Protector
ITEM_NAME_2808,ドラゴンズシェル,Dragon's Shell
ITEM_NAME_2809,インビンシブルシェイプ,Invincible Shape
ITEM_NAME_2810,エンブレムオブセインツ,Emblem of Saints
ITEM_NAME_2811,ブラッディハイド,Bloody Hide
ITEM_NAME_2812,アルチザンボウ,Artisan Bow
ITEM_NAME_2813,フリューテッドボウ,Fluted Bow
ITEM_NAME_2814,ランケボーゲン,Ranke Bogen
ITEM_NAME_2815,リバティーボウ,Liberty Bow
ITEM_NAME_2816,ビッグボウ,Big Bow
ITEM_NAME_2817,ベゼルリュウズ,Bezel Crown
ITEM_NAME_2818,デヴァステイター,Devastator
ITEM_NAME_2819,ラスターアカンサス,Lustre Acanthus
ITEM_NAME_2820,ハンターボウ,Hunter Bow
ITEM_NAME_2821,ウイングリフィン,Griffinsbane
ITEM_NAME_2822,ハスクオブハイドラ,Hydra's Husk
ITEM_NAME_2823,ハンドレッドマイルズ,Hundred Miles
ITEM_NAME_2824,アイデアルアクト,Ideal Act
ITEM_NAME_2825,スクロールヒルトボウ,Scroll Hilt Bow
ITEM_NAME_2826,クリシュナ,Krishna
ITEM_NAME_2827,エニグマ,Enigma
ITEM_NAME_2828,エクスマーキナー,Ex Machina
ITEM_NAME_2829,エルダーズアニマ,Elder's Anima
ITEM_NAME_2830,ガーンディーヴァ,Gandiva
ITEM_NAME_2831,ブライアシューター,Brier Shooter
ITEM_NAME_2832,フィトアヒロ,Phytoahero
ITEM_NAME_2833,スターディボウ,Sturdy Bow
ITEM_NAME_2834,ノーブルヒルトボウ,Noble Hilt Bow
ITEM_NAME_2835,オートアジャストボウ,Auto-Adjust Bow
ITEM_NAME_2836,ゼノン,Zenon
ITEM_NAME_2837,デアボリカ,Diabolica
ITEM_NAME_2838,アグリームグラス,Agleam Glass
ITEM_NAME_2839,ローズウィズダム,Rose Wisdom
ITEM_NAME_2840,ドーンスタッフ,Dawn Staff
ITEM_NAME_2841,ネイチャーホウル,Nature's Whole
ITEM_NAME_2842,イリュージョニスト,Illusionist
ITEM_NAME_2843,スカイアンカー,Sky Anchor
ITEM_NAME_2844,ピルグラムスケイン,Pilgrim's Cane
ITEM_NAME_2845,パームツリートップ,Palm's Treetop
ITEM_NAME_2846,異界渡りの杖,Staff of Beyond the Rift
ITEM_NAME_2847,アイアンスタッフ,Iron Staff
ITEM_NAME_2848,ポータルインジケーター,Portal Indicator
ITEM_NAME_2849,ネイルフリード,Nail Freed
ITEM_NAME_2850,ゴブリンディスミサル,Goblin Dismissal
ITEM_NAME_2851,ホワイトリベレーション,White Revelation
ITEM_NAME_2852,スペルキャスティング,Spellcasting
ITEM_NAME_2853,サイレントグレイス,Silent Grace
ITEM_NAME_2854,カームリィクリング,Calmly Cling
ITEM_NAME_2855,ファントムディセント,Phantom Descent
ITEM_NAME_2856,魔破の杖,Staff of Magickal Destruction
ITEM_NAME_2857,レラダフニ,Lela Daphne
ITEM_NAME_2858,ハートオブダークネス,Heart of Darkness
ITEM_NAME_2859,エトピリカ,Etupirka
ITEM_NAME_2860,先駆者の杖,Staff of the Pathfinder
ITEM_NAME_2861,アルパクティコ,Arpaktiko
ITEM_NAME_2862,レリックイーター,Relic-Eater
ITEM_NAME_2863,ノクターン,Nocturne
ITEM_NAME_2864,パラレギプテロ,Para Regi Ptero
ITEM_NAME_2865,アヴァロンズビーコン,Avalon's Beacon
ITEM_NAME_2866,ディアボリックタロン,Diabolic Talon
ITEM_NAME_2867,オルマイティーズアイ,Almighty's Eye
ITEM_NAME_2868,ディバインイメージ,Divine Image
ITEM_NAME_2869,トウィンクルヴィーナス,Twinkle Venus
ITEM_NAME_2870,ヘルズペイン,Hell's Pain
ITEM_NAME_2871,サインオブマーシー,Sign of Mercy
ITEM_NAME_2872,フューリーロンド,Fury Rondeau
ITEM_NAME_2873,バーデンオブシン,Burden of Sin
ITEM_NAME_2874,シルバースパイン,Silver Spine
ITEM_NAME_2875,パトリオットストーン,Patriot Stone
ITEM_NAME_2878,セイヴァーボーン,Savior Borne
ITEM_NAME_2879,ガイアセプター,Gaia Scepter
